object,turn,question,answer,eig,H_prior,H_post,kl,wasserstein,tv,cosine,euclidean,directional,gini_drop,margin_gain,rr_change,ndcg_gain,hybrid,js_divergence,semantic_shift,entropy_constrained_margin,surprisal_adj_belief_shift,fisher_info,normalized_kl,normalized_margin,calibrated_eig,log_odds_gain,entropy_weighted_conf_gain,cross_entropy_reduction,kl_to_truth_reduction,delta_surprisal,sem_info_cosine,sem_info_euclidean,sem_info_dot
":
Education: Master's degree in Environmental Science
Occupation: Environmental Consultant for a non-government organization
Hobbies: Birdwatching, sustainable farming, and making crafts.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",0,What are some hobbies or activities you enjoy doing in your free time that you might also like to read about or stay updated on through online articles?,"Birdwatching, sustainable farming, and making crafts.",-0.4541015625,0.94921875,1.4033203125,0.283203125,0.364990234375,0.345947265625,0.16845703125,0.41845703125,,-0.266357421875,-0.529052734375,,,0.629150390625,,0.9616420269012451,-0.5573559612064557,0.4541912078857422,7.90625,0.2983539063218683,-0.5573559612064557,-0.47839505668851295,1.60546875,0.13997268676757812,1.4375,1.4375,1.4375,0.2134285569190979,0.6219298243522644,-0.6769819855690002
":
Education: Master's degree in Environmental Science
Occupation: Environmental Consultant for a non-government organization
Hobbies: Birdwatching, sustainable farming, and making crafts.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",1,"What current events, social issues, or cultural trends do you find yourself thinking about or discussing with others, and would like to read more about to gain a deeper understanding or stay informed?","Environmental conservation, sustainable agriculture, and wildlife preservation.",0.09423828125,0.94921875,0.85498046875,0.84814453125,0.85546875,0.59375,0.539306640625,0.76025390625,,-0.010498046875,-0.1494140625,,,1.44189453125,,0.8913944959640503,-0.15740740574912362,0.0554579496383667,3.771484375,0.8935185091053194,-0.15740740574912362,0.09927983434503548,0.349609375,0.017091035842895508,0.330078125,0.330078125,0.330078125,0.3009154200553894,0.7479544281959534,-0.6421281099319458
":
Education: Master's degree in Environmental Science
Occupation: Environmental Consultant for a non-government organization
Hobbies: Birdwatching, sustainable farming, and making crafts.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",2,"What kinds of historical periods, scientific fields, or technological advancements fascinate you, and do you find yourself seeking out online articles or stories that explore their connections to modern life or society?",Environmental science and sustainability.,0.711669921875,0.94921875,0.237548828125,2.34765625,1.2138671875,0.83251953125,0.7965087890625,1.07421875,,0.35369873046875,0.28857421875,,,3.18017578125,,0.8034690618515015,0.30401234247624853,-0.12717729806900024,3.888671875,2.473251002750936,0.30401234247624853,0.7497427904553845,-2.330078125,-0.03919351100921631,-2.291015625,-2.291015625,-2.291015625,0.356242299079895,0.8371686935424805,-0.6329941749572754
":
Education: Master's degree in Environmental Science
Occupation: Environmental Consultant for a non-government organization
Hobbies: Birdwatching, sustainable farming, and making crafts.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",3,"What types of stories, genres, or formats, such as profiles, opinion pieces, or investigative journalism, do you typically find most engaging or enjoyable to read, and are there any particular tone, style, or perspectives you prefer in the online articles you read?","I enjoy reading about environmental issues, sustainable living, and conservation, particularly articles on bird conservation and eco-friendly farming practices. I prefer informative and factual pieces with a neutral tone.",0.0224609375,0.94921875,0.9267578125,0.63037109375,0.7666015625,0.52783203125,0.4609375,0.6904296875,,-0.051025390625,-0.246826171875,,,1.158203125,,0.9108028411865234,-0.26003086145811105,-0.01748335361480713,3.310546875,0.6640946432095379,-0.26003086145811105,0.023662551191044726,-0.138671875,-0.005388021469116211,-0.130859375,-0.130859375,-0.130859375,0.3099457025527954,0.7570913434028625,-0.629488468170166
":
Education: Master's degree in Environmental Science
Occupation: Environmental Consultant for a non-government organization
Hobbies: Birdwatching, sustainable farming, and making crafts.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",4,"What aspects of human experience, such as psychology, philosophy, economics, or education, intersect with your interests in environmental conservation and sustainability, and how do you think exploring these intersections could deepen your understanding of the issues that matter most to you?","Education, as it informs people about sustainability.",-0.17578125,0.94921875,1.125,0.32568359375,0.5078125,0.3681640625,0.21630859375,0.459228515625,,-0.157958984375,-0.572998046875,,,0.69384765625,,0.9591389298439026,-0.6036522570150215,0.08497285842895508,3.66015625,0.3431069922701485,-0.6036522570150215,-0.18518518323426308,0.5,0.02618694305419922,0.470703125,0.470703125,0.470703125,0.2900049686431885,0.7268053293228149,-0.6317713260650635
":
Education: Bachelor's degree in Graphic Design
Occupation: Graphic Designer at a startup
Hobbies: Set design, fashion, gaming, and listening to music.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",0,What are some hobbies or activities you enjoy doing in your free time that you might also like to read about or stay updated on through online articles?,"Set design, fashion, gaming, and music.",-0.4306640625,0.94921875,1.3798828125,0.21142578125,0.309814453125,0.296875,0.09716796875,0.338134765625,,-0.245361328125,-0.3818359375,,,0.50830078125,,0.9733808040618896,-0.4022633702477604,0.12952876091003418,5.35546875,0.22273662316787754,-0.4022633702477604,-0.4537036989239445,0.857421875,0.03464555740356445,0.818359375,0.818359375,0.818359375,0.2457582950592041,0.6651698350906372,-0.6491687297821045
":
Education: Bachelor's degree in Graphic Design
Occupation: Graphic Designer at a startup
Hobbies: Set design, fashion, gaming, and listening to music.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",1,"What current events, social issues, or cultural trends do you find yourself drawn to or curious about, and would like to explore further through online articles?",Fashion trends and the gaming industry.,-0.177734375,0.94921875,1.126953125,0.094482421875,0.178466796875,0.146240234375,0.02197265625,0.1641845703125,,-0.104248046875,-0.152099609375,,,0.24072265625,,0.9933953285217285,-0.16023662382631376,0.07467398047447205,8.84375,0.0995370359884164,-0.16023662382631376,-0.18724279638131044,0.5703125,0.019973337650299072,0.548828125,0.548828125,0.548828125,0.2721974849700928,0.7042728066444397,-0.646364688873291
":
Education: Bachelor's degree in Graphic Design
Occupation: Graphic Designer at a startup
Hobbies: Set design, fashion, gaming, and listening to music.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",2,"What kinds of historical periods, scientific fields, or educational topics, such as technology, environment, or philosophy, fascinate you or do you think you might find interesting to learn more about through online articles?",None.,0.32763671875,0.94921875,0.62158203125,0.11602783203125,0.2958984375,0.11810302734375,0.00732421875,0.14501953125,,0.169921875,0.13916015625,,,0.234130859375,,0.9965752363204956,0.14660493672712493,-0.06097382307052612,3.9453125,0.12223508101678268,0.14660493672712493,0.3451646054171959,-0.92578125,-0.016308903694152832,-0.912109375,-0.912109375,-0.912109375,0.3255537748336792,0.7872829437255859,-0.6392028331756592
":
Education: Bachelor's degree in Graphic Design
Occupation: Graphic Designer at a startup
Hobbies: Set design, fashion, gaming, and listening to music.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",3,"What types of stories, genres, or formats, such as biographies, travelogues, opinion pieces, or investigative journalism, do you typically find most engaging or enjoyable to read about in online articles?","None, I prefer gaming and music content.",-0.08203125,0.94921875,1.03125,0.063232421875,0.166748046875,0.1103515625,0.01025390625,0.11175537109375,,-0.059326171875,-0.09228515625,,,0.173583984375,,0.9971020221710205,-0.09722222119798812,-0.007581114768981934,3.845703125,0.06661522563565853,-0.09722222119798812,-0.08641975217598943,-0.080078125,-0.002027750015258789,-0.076171875,-0.076171875,-0.076171875,0.2893528938293457,0.7289880514144897,-0.640681803226471
":
Education: Bachelor's degree in Graphic Design
Occupation: Graphic Designer at a startup
Hobbies: Set design, fashion, gaming, and listening to music.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",4,"What kinds of lifestyle or entertainment topics, such as food, travel, sports, or wellness, do you think you might be interested in reading about online, even if they aren't directly related to your current hobbies or interests in set design, fashion, gaming, and music?",None.,0.04150390625,0.94921875,0.90771484375,0.05340576171875,0.13330078125,0.0797119140625,0.00537109375,0.084228515625,,0.025634765625,0.03369140625,,,0.13311767578125,,0.9985513687133789,0.03549382678656709,0.0245303213596344,10.75,0.056262859489576454,0.03549382678656709,0.043724279374756564,0.22265625,0.006561219692230225,0.21484375,0.21484375,0.21484375,0.29635941982269287,0.7419769167900085,-0.6454319357872009
":
Education: Bachelor's degree in Psychology
Occupation: HR Manager at a tech company
Hobbies: Playing the piano, gardening, and volunteering at a local animal shelter.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",0,What are some hobbies or activities you enjoy doing in your free time that you might also like to read about or stay updated on through online articles?,"Playing the piano, gardening, and volunteering at an animal shelter.",-0.37890625,0.94921875,1.328125,0.2076416015625,0.322021484375,0.304443359375,0.1064453125,0.3447265625,,-0.230712890625,-0.440185546875,,,0.5120849609375,,0.974388837814331,-0.46373456301580046,-0.07350325584411621,4.96875,0.21874999769547326,-0.46373456301580046,-0.3991769505271893,-0.435546875,-0.02954721450805664,-0.400390625,-0.400390625,-0.400390625,0.21153366565704346,0.6202243566513062,-0.6845459938049316
":
Education: Bachelor's degree in Psychology
Occupation: HR Manager at a tech company
Hobbies: Playing the piano, gardening, and volunteering at a local animal shelter.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",1,"What kinds of issues or current events do you find yourself thinking about or discussing with others, even if they aren't directly related to your hobbies or daily activities?","Mental health, workplace culture, animal welfare, and environmental conservation.",-0.158203125,0.94921875,1.107421875,0.43310546875,0.5595703125,0.427978515625,0.27490234375,0.51416015625,,-0.156494140625,-0.500244140625,,,0.861083984375,,0.9476947784423828,-0.527006167287507,-0.18130803108215332,7.55859375,0.45627571535775374,-0.527006167287507,-0.16666666491083676,-1.76171875,-0.07288312911987305,-1.681640625,-1.681640625,-1.681640625,0.24234944581985474,0.6656820774078369,-0.6733037233352661
":
Education: Bachelor's degree in Psychology
Occupation: HR Manager at a tech company
Hobbies: Playing the piano, gardening, and volunteering at a local animal shelter.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",2,"What types of stories, genres, or formats, such as historical accounts, scientific explanations, personal essays, or cultural critiques, do you usually find most engaging or thought-provoking when reading online articles?","I don't usually read online articles, I'd rather play piano or tend to my garden.",-0.328125,0.94921875,1.27734375,0.140869140625,0.262451171875,0.2484130859375,0.05908203125,0.270263671875,,-0.197509765625,-0.3505859375,,,0.3892822265625,,0.9848989248275757,-0.3693415598950025,-0.088131844997406,2.33203125,0.14840534823079138,-0.3693415598950025,-0.34567900870395774,-0.544921875,-0.03542768955230713,-0.50390625,-0.50390625,-0.50390625,0.21870321035385132,0.6313350796699524,-0.6845797300338745
":
Education: Bachelor's degree in Psychology
Occupation: HR Manager at a tech company
Hobbies: Playing the piano, gardening, and volunteering at a local animal shelter.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",3,"What are some places, whether they're cities, countries, or regions, that fascinate you or hold a special significance, and would you be interested in reading articles about their history, culture, food, or daily life?",None.,0.18359375,0.94921875,0.765625,0.06268310546875,0.2369384765625,0.08184814453125,0.00390625,0.09588623046875,,0.090087890625,0.0537109375,,,0.14453125,,0.9983879327774048,0.05658436154380261,-0.1632925271987915,8.2421875,0.06603652193805146,0.05658436154380261,0.19341563582245255,-1.39453125,-0.06564116477966309,-1.3203125,-1.3203125,-1.3203125,0.2724539041519165,0.7163141369819641,-0.6791858077049255
":
Education: Bachelor's degree in Psychology
Occupation: HR Manager at a tech company
Hobbies: Playing the piano, gardening, and volunteering at a local animal shelter.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",4,"What kinds of challenges, successes, or innovations in various fields, such as technology, education, healthcare, or the arts, do you think have the potential to significantly impact society or your own life, and would you like to learn more about through online articles?",Technology innovations in animal welfare and online education platforms for psychology.,-0.0986328125,0.94921875,1.0478515625,0.71337890625,0.6630859375,0.54638671875,0.49267578125,0.6962890625,,-0.103271484375,-0.309326171875,,,1.259765625,,0.868503212928772,-0.32587448216362686,-0.1555098295211792,35.875,0.751543201959051,-0.32587448216362686,-0.10390946392589206,-1.26953125,-0.06251263618469238,-1.197265625,-1.197265625,-1.197265625,0.2591449022293091,0.6855968236923218,-0.6507415771484375
